55.103723,-3.319995,500,780
55.076723,-3.319995,500,790
55.049723,-3.319995,500,800
55.022723,-3.319995,500,810
54.995723,-3.319995,500,820
54.968723,-3.319995,500,830
54.941723,-3.319995,500,840
54.914723,-3.319995,500,850
54.887723,-3.319995,500,860
54.860723,-3.319995,500,870
54.833723,-3.319995,500,880
54.806723,-3.319995,500,890
54.779723,-3.319995,500,900
54.752723,-3.319995,500,910
54.725723,-3.319995,500,920
54.698723,-3.319995,500,930
54.671723,-3.319995,500,940
54.644723,-3.319995,500,950
54.617723,-3.319995,500,960
54.590723,-3.319995,500,970
54.563723,-3.319995,500,980
54.536723,-3.319995,500,990
54.509723,-3.319995,500,1000
54.482723,-3.319995,500,1010
54.455723,-3.319995,500,1020
54.428723,-3.319995,500,1030
54.401723,-3.319995,500,1040
54.374723,-3.319995,500,1050
54.347723,-3.319995,500,1060
54.320723,-3.319995,500,1070
54.293723,-3.319995,500,1080
54.266723,-3.319995,500,1090
54.239723,-3.319995,500,1100
54.212723,-3.319995,500,1110
54.185723,-3.319995,500,1120
54.158723,-3.319995,500,1130
54.131723,-3.319995,500,1140
54.104723,-3.319995,500,1150
54.077723,-3.319995,500,1160
54.050723,-3.319995,500,1170
54.023723,-3.319995,500,1180
53.996723,-3.319995,500,1190
53.969723,-3.319995,500,1200
53.942723,-3.319995,500,1210
53.915723,-3.319995,500,1220
53.888723,-3.319995,500,1230
53.861723,-3.319995,500,1240
53.834723,-3.319995,500,1250
53.807723,-3.319995,500,1260
53.780723,-3.319995,500,1270
53.753723,-3.319995,500,1280
53.726723,-3.319995,500,1290
53.699723,-3.319995,500,1300
